Sr.No,Hospital Name,Address,City,State,Pin Code
1821,Indu Medical Centre,"B-1-26/69, Sec-K, Aliganj, Near. Maa Vidhyanchal Mandir, Lucknow",Lucknow,Uttar Pradesh,226024
1822,Gupta Maternity & Nursing Home - Budaun,"Indra Chowk, Civil Lines, Budaun",Budaun,Uttar Pradesh,243601
1823,Pulse Hospital - Gorakhpur,"Chhatra Sangh Chauraha, Dr. G.N. Tiwari, Compound, 34-Kasia Road, Chanraha",Gorakhpur,Uttar Pradesh,273001
1824,Apex Hospital & Trauma Centre,"872, Awas Vikash No-3, ,Kalyanpur, Kalyanpur",Kanpur,Uttar Pradesh,208017
1825,Anant Hospital -(U/o Aloak Life Care Serv Pvt Ltd),"Rohania, Near Police Station",Varanasi,Uttar Pradesh,221108
1826,SPM Hospital Research & Trauma Centre (U/o Tyco),"C-46-50, Kalyanpur, Opp. Kalyanpur Police Station",Kanpur,Uttar Pradesh,208017
1827,Rajdhani Hospital - Lucknow,"9-A, Amrapaali, Rai Bareily Road, Near Over Bridge",Lucknow,Uttar Pradesh,226025
1828,LOKPRIYA HOSPITAL - MORADABAD,"A-530, Near Teliphone Exchange, Lajpat Nagar",Moradabad,Uttar Pradesh,244001
1829,"Valentis Cancer Care Hospital
(p) Ltd","Lawar, Mussoari Mawana Road, Meerut",Meerut,Uttar Pradesh,250001
1830,"CFS NETRALAYA Pvt Ltd -
Meerut","At Roop Netralaya Building, Opp. Nas College, E. K. Road, Meerut, Near Kali Mandir",Meerut,Uttar Pradesh,250001
1831,Central Hospital - Aligarh,"Chauraha Masoodabad, G T Road, Aligarh",Aligarh,Uttar Pradesh,202001
1832,Asha Hospital - Allahabad,"89/276, Muir Road, Rajapur, Rajpur",Allahabad,Uttar Pradesh,211001
1833,Care Hospital - Bareilly,"Near Delapeer, Petrol Pump, Stadium Road",Bareilly,Uttar Pradesh,243122
1834,Kopal Hospital,"Pilibhit Bye Bass,Sureshsharma Nagar, Sureshsharma Nagar,",Bareilly,Uttar Pradesh,243001
1835,Navjyoti Eye Hospital,"Geeta Nagar, Main Road, Near Ice Factory",Bijnor,Uttar Pradesh,246701
1836,Life Line Medical & Surgical Health Care Centre,"New Colony, Aamghat (Gandhi Park)",Ghazipur,Uttar Pradesh,233001
1837,Apollo Speciality Hospitals Pvt Ltd - Kanpur,"14/138, Chuuni Ganj, Mall Road",Kanpur,Uttar Pradesh,208001
1838,Brij Nursing Home - Kosi Kalan,"National Highway No 02 Mathura Road, Near Bathain Gate",Kosi Kalan,Uttar Pradesh,281403
1839,Ayushman Hospital -Lalitpur,"Lakshmipura Ramraja Mandir Lalitpur, Lalitpur",Lalitpur,Uttar Pradesh,284403
1840,Fehmina Hospital & Trauma Centre,"292/142 Victoria Ganj, Summi Inter College",Lucknow,Uttar Pradesh,226004
1841,ASG Hospital Pvt Ltd - Varanasi,"Ground Floor Corporate Plaza, Gopal Vihar Colony, Nr Agr Automobile Mahmoorganj",Varanasi,Uttar Pradesh,221010
1842,Divya Jyoti Netralaya Pvt. Ltd.,"125, Vishal Khand Gomti Nagar,",Lucknow,Uttar Pradesh,226010
1843,Patel Hospital - Khalilabad,"Bhujaini Khlilabad, Sant Kabir Nagar",Basti,Uttar Pradesh,272175
1844,Kumar Hospital ( A Unit of Kumar Nursing Home & Ma,"Nh-10, G Block, Sector - Beta 2, Greater Noida, Near. Police Station, Greater Noida",Greater Noida,Uttar Pradesh,201306
1845,Atlanta Multispeciality Hospital (U/o RRM Service),"Plot No.1, Sector-14, Atal Chowk, Vasundhara",Ghaziabad,Uttar Pradesh,201012
1846,Jeevan Jyoti Hospital Research Centre Pvt.Ltd.,"Sec.1, Awas Vikas Colony, Bodla, Bodla, Agra",Agra,Uttar Pradesh,282007
1847,Subhi Hospital & Truma Centre,"1272 Near Khad Godam Shekhpur Road, Near Khad Godam",Unnao,Uttar Pradesh,209801
1848,Gaurav Nursing Home,"Tikhampur, Near Chhaya Cinema, Balya",Ballia,Uttar Pradesh,277001
1849,Globus Hospital (A unit of Hospital Infotech Pvt.,"117/N/33, Avon Market, Kakadeo",Kanpur,Uttar Pradesh,208025
1850,Fortune Hospital - Kanpur,"117/Q/40-A, , Sharda Nagar",Kanpur,Uttar Pradesh,208025
1851,Emerald Multispeiciality Hospital,"438 H-2 Block Kidwai Nagar, Infront Of Sanjai Van",Kanpur,Uttar Pradesh,208011
1852,Khushlok Hospital - Bareilly,"Near Police Chowki, Model Town, Indhi Market,Stadium Road",Bareilly,Uttar Pradesh,243005
1853,Felix Hospital,"Nh-01, Sec, 137 Express Way U.P., Noida",Noida,Uttar Pradesh,201305
1854,Heart Clinic & Emergency Care Centre,"246/3 Arya Puri, Near Shri Balaji Chowk, Town Hall Road",Muzaffarnagar,Uttar Pradesh,251002
1855,Rana Hospital(A unit Of Rana Health Care Pvt.Ltd.),"Delhi Road, Bhoor, Near Rto Office",Bulandshahr,Uttar Pradesh,203001
1856,Kailash Eye & General Hospital,"60-Mig, Janakpuri, Opp. Sheel Hospital",Bareilly,Uttar Pradesh,243122
1857,KD Medical College Hospital & Research Center,"24Km Milestone, Mathura - Delhi Road, Nh-2, P.O. Akbarpur, Tehsl Chhata,",Mathura,Uttar Pradesh,281406
1858,Hope Hospital - Meerut,"200, W.K. Road, Opp. Tyagi Hostel",Meerut,Uttar Pradesh,250001
1859,Medwell Hospital,"37 Cantt Road Burlingron Crossing, Near Lucknow Publinhing House",Lucknow,Uttar Pradesh,226001
1860,Shrinath Medicity Multi Superspeciality Hospital,"7, Shakti Nagar, Pilibhit Byepass Road",Bareilly,Uttar Pradesh,243006
1861,Prachi Hospital Pvt Ltd,"C - 105, Shantipuram, Phaphamau, Prayagraj",Allahabad,Uttar Pradesh,211013
1862,SANKAR KARTIK NETRALAYA,"14/73, 1St Flooe, Civil Lines, Opposite Dayanad Girls Pg College,Vip Road",Kanpur,Uttar Pradesh,208001
1863,Ram Kalyan Pathak Hospital,"Tajnagri, Phase-2, 100 Ft Road",Agra,Uttar Pradesh,282004
1864,Amicare Hospital,"Plot No. - 15-16, Nyay Khand - I, Near Indirapuram Public School, Indirapuram",Ghaziabad,Uttar Pradesh,201014
1865,Shree krishna Hospital - Agar,"D-14 Phase Iind, Trans Yamuna Colony, Nh-2, Ram Bagh, Rambagh",Agra,Uttar Pradesh,282006
1866,Lucknow Healthcity Trauma Center & SuperSpeciality,"Nh A&B,Vijay Khand - 2,Gomti Nagar, Behind Police Station Gomti Nagar",Lucknow,Uttar Pradesh,226010
1867,Kailash Hospital (A unit of Uma Medicare Ltd.),"Plot No. - 1727, Tappal Road",Gautam Budda Nagar,Uttar Pradesh,203135
1868,Surya Hospital - Amethi,"E-21,35,36 & 37 Sec-16, Upsidc, Amethi, Sultanpur - Lucknow Rd, Kamrauli,",Amethi,Uttar Pradesh,227817
1869,Krishna Life line Hospital,"Main Market, Telibagh, Telibagh",Lucknow,Uttar Pradesh,226025
1870,Bhaskar Hospital - Bareilly,"Nainital Mini Bypass, Hartmann Road, Izzat Nagar, Bareily",Bareilly,Uttar Pradesh,243122
1871,AYODHYA EYE HOSPITAL,"Tulsi Bari Parikrama Marg,Ayodhya, Ayodhya",Faizabad,Uttar Pradesh,224123
1872,Amarnath Hospital,"E-10, Firozabad Rd, Opp. Trans Yamuna Lakshmi, Agra Rambagh",Agra,Uttar Pradesh,282006
1873,Aala Hazrat Surgical & Trauma Centre,"Satipur Chauraha, Pilibhit By Pass Road,Bareilly, Bareilly,",Bareilly,Uttar Pradesh,243001
1874,Prakash Netra Kendr,"Nh-2, Vipul Khand, Gomti Nagar,",Lucknow,Uttar Pradesh,226010
1875,Asia Ent Centre,"1/8, Sec-C, Priyadarshini Yojana,Puraniya Tiraha Near, Puraniya Railway Crossing, Puraniya Tiraha Near, Puraniya Railway Crossing",Lucknow,Uttar Pradesh,226014
1876,Matra Chhaya Medical & Trauma Centre,"621/34, W-2 Juhi Kala, Barra, Near Sachan Guest House, Kanpur",Kanpur,Uttar Pradesh,208027
1877,GHSPL AMRO Super Speciality Healthcare LLP,"Village - Gularia, Near Electric Sub Station, Pargana",Amroha,Uttar Pradesh,244221
1878,Rohilkand Medical College And Hospital,"Opp Suresh Shrma Nagar , Pilibhit Bypass Road",Bareilly,Uttar Pradesh,243006
1879,Taurus Hospital,"208,Sfipur,Ramadevi Kanpur, Ramadevi",Kanpur,Uttar Pradesh,208007
1880,KMC Digital Hospital,"Mahuawa, Farenda Road, Maharajganj, Mahuawa Dhala, Maharajaganj",Kunraghat,Uttar Pradesh,273303
1881,Javithri Devi Memorial Hospital,"51/10J/91, West Arjun Nagar, Agra, Uttar Pradesh, West Arjun Nagar",Agra,Uttar Pradesh,282001
1882,VINAYAK HOSPITAL- Meerut,"1/94,Sharddha Puri Kanakarkheda, Near Court Railway Station",Meerut,Uttar Pradesh,250001
1883,ANKUR HOSPITAL - Allahabad,"1B/26 Lal Bihara,Allahabad, Allahabad",Allahabad,Uttar Pradesh,211012
1884,MAXFORT MULTI SPECIALITY HOSPITAL - ALIGARH,"Near Kishanpur Tiraha, Ramghat Road,",Aligarh,Uttar Pradesh,202001
1885,Anurag Health Care Pvt. Ltd.,"117/Q/702-A, Sharda Nagar, Near Chhapera Pulia",Kanpur,Uttar Pradesh,208025
1886,Jeevan Jyoti Hospital - Allahabad,"163, Bai Ka Bagh, Allahabad",Allahabad,Uttar Pradesh,211003
1887,UNNAO MEDICAL CENTRE - UNNAO,"386,Kabba Kheda,Civil Lines,Unnao, Kabha Khera",Unnao,Uttar Pradesh,209801
1888,"Shivam Akshayvat Multispeciality Hospital &
Trauma","Udyog Nagar Ground, A.D.A. Road, Naini-Allahabad",Allahabad,Uttar Pradesh,211008
1889,KIDS CARE NURSING HOME,Hig 512/2 Kabir Nagar Durgakund Varanasi,Varanasi,Uttar Pradesh,221005
1890,Rathi Hospital - Aligarh,"A.D.A. Colony, Agra Road, Agra Road",Aligarh,Uttar Pradesh,202001
1891,Apex Healthcare & Research Center,"158, Raj Nagar Ext., Near Kdp Gol Chakkar, Opposite",Ghaziabad,Uttar Pradesh,201003
1892,ASG HOSPITAL PRIVAET LIMITED - KANPUR,"Plot No-302, Block-H.N.S, Hariharnath Schem, First Shastri Nagar,",Kanpur,Uttar Pradesh,208012
1893,KRISHNA HOSPITAL AND TRAUMA CENTRE - GHAZIABAD,"J-85, Patel Nagar I",Ghaziabad,Uttar Pradesh,201001
1894,JAGAT HOSPITAL - FAIZABAD,"Rai Bareily Road, Naka Chungi,",Faizabad,Uttar Pradesh,224001
1895,Eyenova Hospital,"5-A, Ekta Nagar, Stadium Road, Opp. Care Hospital, Stadium Road",Bareilly,Uttar Pradesh,243005
1896,Silverline Multi Speciality Hospital (A Unit Of Me,"63 A-Krishna Nagar, Oppsite Punjab National Bank, Opp. P.N.B",Lucknow,Uttar Pradesh,226012
1897,Bliss Hospital,"F1-27, Barra -8, (Gole Chauraha),",Kanpur,Uttar Pradesh,208027
1898,Baraut Medicity Hospital (A Unit Of Chaudhry Kehar,"Near Delhi Bus Stand, Kotana Road, Baraut",Baghpat,Uttar Pradesh,250611
1899,Ramganga Eye Health,"Near Red Sapphire , Ashiyana-1 , Ashiyana Colony , Harthala",Moradabad,Uttar Pradesh,244001
1900,GARG HOSPITAL AND PATHLABS PVT LTD.,"35 A-1, Rampur Garden, Rampur Garden, Bareilly",Bareilly,Uttar Pradesh,243001
1901,Glean Cancer Centre,"03, Shakti Nagar Near Rohikhand University, Bareilly",Bareilly,Uttar Pradesh,243006
1902,SHAHI GLOBAL HOSPITAL - GORAKHPUR,"Budh Vihar Commercial, Behind Lic Office, Taramandal,",Gorakhpur,Uttar Pradesh,273001
1903,GOYAL CITY HOSPITAL - AGRA,"Nh2 Trans Yamuna Colony, Ram Bagh,",Agra,Uttar Pradesh,282006
1904,BLOSSOMS HOSPITAL,"2-Khandhari Quarters, Master Plan Road,",Agra,Uttar Pradesh,282002
1905,ASTHA HOSPITAL & DIAGNOSTIC CENTRE,"Opp.Anand Bhawan School, Dewa Road Durgapuri,",Barabanki,Uttar Pradesh,225001
1906,SHRI KRISHNA MISSION HOSPITAL,"Dhorika Road, Bargadwa, Near Badeban, Bargadwa",Basti,Uttar Pradesh,272001
1907,Eye Q Vision - Lucknow,"Suraj Square, First Floor, 3/299, Vishal Khand-3, Gomtinagar",Lucknow,Uttar Pradesh,226010
1908,ClearMedi Hospital & Cancer Centre,"Hc-1 Sector 15, Vasundhara",Ghaziabad,Uttar Pradesh,201012
1909,GEO Hospital,"Plot No. 3, Madhu Vihar, Khore Colony, Opp. Mayur, Opp. Mayur Vihar Phase-Iii, Ghaziabad",Ghaziabad,Uttar Pradesh,201020
1910,Sahdeo Hospital,"Nh-33Omega-1Stbuildersareanh-33Omega- 1Stbuildersareagreaternoida,Gautambuddhanagar, Near Senior Citizen Home Complex",Greater Noida,Uttar Pradesh,201306
1911,SIDDH HOSPITAL - Moradabad,"Opposite Jiyarat Harthala Industrial Estate, Kanth Road",Moradabad,Uttar Pradesh,244001
1912,Neeraj Life Care & Stone Centre,"P4/1, D.D. Puram Ektanagar",Bareilly,Uttar Pradesh,243122
1913,Popular Medicare Limited - Mirzapur,"243/3, Near Natwan Poloce Jangi Road",Mirzapur,Uttar Pradesh,231001
1914,Rawat Hospital - Uttar Pradesh,"Gopalpuri,Aligarh,Uttar Pradesh, Sasni Gate",Aligarh,Uttar Pradesh,202001
1915,Narayana Hospital - Bareilly,"D-10 Rampur Garden,",Bareilly,Uttar Pradesh,243001
1916,AKASH HOSPITAL - Nainital,Rewa Road Dandi Dhal,Allahabad,Uttar Pradesh,211008
1917,Ruchi Atul Hospital Pvt. Ltd.,"Near Telephone Exchange, Bareilly",Bareilly,Uttar Pradesh,243001
1918,Drishti Eye & Ent Care,"Plot No. 8, Sector 5, Vaishali",Ghaziabad,Uttar Pradesh,201010
1919,KILKARI HOSPITAL- Jhansi,"Near Parag Doodh Dairy, Medical Kanpur Road",Jhansi,Uttar Pradesh,284128
1920,Panacea Hospital & Research Center,"Next To Lsa, Amroha Joya Road",Amroha,Uttar Pradesh,244221
1921,Bharat Hospital - Noida,"Main Road, Sec-66, Opp. Thana Phase-Iii Sec-71, Gautambuddhanagar",Noida,Uttar Pradesh,201301
1922,CHANDAN HOSPITAL LIMITED,"Faizabad Road, Near Chinhat Flyover, Vijyant Khand,Gomti Nagar",Lucknow,Uttar Pradesh,226010
1923,Rajeev Hospita And Trauma Center,"Is-114/6, Shastri Nagar, Kuti Chopla, Near Pvs Mall, Near Pvs Mal",Meerut,Uttar Pradesh,250004
1924,Lakshya Health Care Center,"Near Canara Bank, Sardhana Road, Near Canara Bank",Meerut,Uttar Pradesh,250001
1925,DEEP EYE AND HEALTH CARE,"124/C/244 C Block, Govind Nagar, Govind Nagar,",Kanpur,Uttar Pradesh,208006
1926,Crest Hospital (Unit of Healthcare Projects),"Prem Nagar,Kanth Road, Prem Nagar",Moradabad,Uttar Pradesh,244001
1927,"Urmila Devi Memorial Hospital
- Lucknow","A-3/11 Ruchi Khand-1, Quila Chauraha, Quila Chauraha, Bangla Bazar Road",Lucknow,Uttar Pradesh,226002
1928,Apollomedics Super Speciality Hospital - Lucknow,"Kbc - 31, Sector-B, Lda Colony, Kanpur Rd",Lucknow,Uttar Pradesh,226012
1929,Shri Ram Singh Multi Speciality Hospital - NOIDA,"A Unit Of Shree Ram Health Care, Vikas Marg Opposite Oidb Bhawan, Sector -70,",Noida,Uttar Pradesh,201301
1930,Capital Hospital - Meerut,"L-501, L Block Tiraha, Shastri Nagar, Meerut,",Meerut,Uttar Pradesh,250004
1931,Dev Hospital & Maternity Centre - Lucknow,"3/42,Vijayant Khand,Gomti Nagar, Front Of Green Field Public School",Lucknow,Uttar Pradesh,226010
1932,Itek Vision Centre ( A Unit of Skiffle Healthcare),"B-1A/22, Sector-51,",Noida,Uttar Pradesh,201301
1933,Anantraj Hospitl - Kanpur Dehat,"Nr.Over Bridge,Akbarpur,Kanpur Dehat,",Kanpur,Uttar Pradesh,209101
1934,Guru Teg Bahadur Charitable Hospital - Kanpur,"120/192 (105), Lajpat Nagar,",Kanpur,Uttar Pradesh,208005
1935,"KRUSH DIVINE HOSPITAL -
Dadri","Tulsi Vihar,Near Railway Crossing, Railway Road, Dadri, G.B. Nagar",Gautam Budda Nagar,Uttar Pradesh,203207
1936,BANARAS MEDICITY HEART & SUPERSPECIALITY HOSPITAL,"D 59/32,A-1,Sigra Mahamoorganj Main Road, , Varanasi",Varanasi,Uttar Pradesh,221005
1937,Pulkit Memorial Hospital,"Meerut Rd, Near Vyanjan Vatika, Bijnor,",Bijnor,Uttar Pradesh,246701
1938,PRAKASH HOSPITAL AND TRAMA CENTRE,"Nh 29 Sahadutpura Nr Bramsthan, Bramsthan,",Mau,Uttar Pradesh,275101
1939,Anupam Hospital & Dental Clinic,"103, Mission Road, Cmo Office, Allahabad",Allahabad,Uttar Pradesh,211002
1940,Nirwal Hospital,"860, South Civil Lines, Circular Road, Near Bhagatji Sweets",Muzaffarnagar,Uttar Pradesh,251001
1941,LIFE LINE HOSPITAL - Kanpur,"175, W-2, Juhi Kalan, Barra, Kanpur Nagar",Kanpur,Uttar Pradesh,208027
1942,Navin Hospitals Pvt Ltd - GREATER NOIDA,"Nh 3, Pkt--F,Sec: Alpha-2, Greater Noida",Greater Noida,Uttar Pradesh,201308
1943,VISION CARE EYE AND LASER CENTRE,"48 Bus Stand Garh Road, Near Garh",Meerut,Uttar Pradesh,250001
1944,Gurunanak Multispeciality Hospital,"A-24, Priyadarshini Gar, Near Ramjanki, Ramjanki Mandir, Bareilly",Bareilly,Uttar Pradesh,243122
1945,SJD MULTISPECIALTY HOSPITAL AND CRITICAL CARE CENT,"Dhanipur , G.T Road",Aligarh,Uttar Pradesh,202001
1946,AASTHA HEALTH CENTRE,"Singhpur, Kanpur, Kalyanpur",Kanpur,Uttar Pradesh,208017
1947,Unity Hospital  - Firozaba,"Nagla Bhau, Meera Chauraha, Infront Of Petrol Pump",Firozabad,Uttar Pradesh,283203
1948,Medimax Healthcare and Research Centre,"18-B, Nyaya Marg, Baba Chouraha, Ashok Nagar Crossing",Allahabad,Uttar Pradesh,211001
1949,G R Hospital and Research Centre Private Limited.,"Barauli Aheer, Shamshabad Road",Agra,Uttar Pradesh,282001
1950,CHOUDHARY MULTISPECIALITY HOSPITAL,"Shaheed Vinod Yadav Dwar Giri Market, Loni",Ghaziabad,Uttar Pradesh,201102
1951,DWIVEDI MEDICAL & RESEARCH CENTRE PVT LTD,39/17 9A Muir Road,Allahabad,Uttar Pradesh,211002
1952,Moolchand Medicity Agra (A Unit Of Moolchand Healt,"Kharra-643 Village Artoni Nh, Village Artoni Nh",Agra,Uttar Pradesh,282007
1953,Nidhi Eye And Multispeciality Hospital,"19F/52/1, Janta Colony, Ram Nagar Ki Puliya, Ki Puliya",Agra,Uttar Pradesh,282010
1954,Netra Bhawan (Subsdiary Of Laser Sight India Pvt,"215, Manas Nagar, Bodla Road, Shahganj, Shahganj",Agra,Uttar Pradesh,282010
1955,Jeevan Jyoti Ortho Center,"Nai Mandi, Po. Baraut, Baghpat",Baghpat,Uttar Pradesh,250611
1956,Mithan Nursing Home,"10/1090, Chharprouli Chungi, Delhi Road, Baraut",Baghpat,Uttar Pradesh,250611
1957,Balrampur Nursing Home - Balarampur,"Tulsipur Road Near Tulsipark, Near Pnb",Balrampur,Uttar Pradesh,271201
1958,Sherwood Hospital,"Dharsaniya, Lucknow Faizabad Road, Safedabad Railway Crossing",Balrampur,Uttar Pradesh,225003
1959,Ajay Pratima Hospital,"57 Britlok Colony Near Prem Nagar Dharam Kanta, Near Sood Dharam Kana",Bareilly,Uttar Pradesh,243005
1960,Sunayan Eye Hospital - Bareilly,"Prem Nagar, Near Thana Prem Nagar",Bareilly,Uttar Pradesh,243005
1961,Sri Sant Hospital,"Opp Ekta Nagar Stadium Road, Opp Ekta Nagar",Bareilly,Uttar Pradesh,243122
1962,Sai Sukhda Hospital,"Near Passport Officer, Philibhit By Pass Road, Bareilly",Bareilly,Uttar Pradesh,243001
1963,The Pride Hospital,"Nh-28, Rustampur Square, Nausarh Road, Nausarh Road",Gorakhpur,Uttar Pradesh,273001
1964,Katiyar Nursing Home -Hardoi,"Dharam Sala Road Dharam Sala Road, Hardoi",Hardoi,Uttar Pradesh,241001
1965,Sant Kabir Eye Hospital,"Bansi Road Bansi Road, Katra",Basti,Uttar Pradesh,272001
1966,Sanjeevni Nursing Home - Bijnor,"Kalagarh Road, Near Pnb Indra Nagar,Dhampur",Bijnor,Uttar Pradesh,246761
1967,Kanha Multispeciality Hospital And Research Centre,"Kalpi Road Orai, Near Miedical College",Jalaun,Uttar Pradesh,285001
1968,Snehlata Superspeciality Hospital Pvt Ltd,"Husainabad, T.O. College Road, Jaunpur, T.O. College Raod",Jaunpur,Uttar Pradesh,222002
1969,Maa Vaishno Hospital And Trauma Center,"Opp. Mlb Medical Gate, Gate No. 4, Kanpur Road, Near Parag Milk Dairy",Jhansi,Uttar Pradesh,284128
1970,Khurana Hospital -Jhansi,"Viranagana Nagar, Near Medical",Jhansi,Uttar Pradesh,284128
1971,Rkshah Hospital & Diagnostic Centre Pvt Ltd,"240-A1 Kanpur-Luknow Highway Road Harjinder Nagar, Kanpur",Kanpur,Uttar Pradesh,208010
1972,Paramount Hospital,"A-2312/13, Hans Puram, Near Galla Mandi",Kanpur,Uttar Pradesh,208021
1973,Saraswati Hospital & Research Centre,"233, Tiwariganj, Faizabad Road",Lucknow,Uttar Pradesh,227105
1974,Vinayak Medicare Hospital,"Near. Vinayak Indain Oil Petrol Pump, Bijnaur",Lucknow,Uttar Pradesh,226002
1975,Indus Heart & Medical Centre,"1/1 Vineet Khand, Gomti Nagar, Gomti Nagar, Lucknow",Lucknow,Uttar Pradesh,226010
1976,Medlife Research & Trauma Centre,"439/22Ka/6, Tahseenganj Hardoi Road, Near Sai Tvs Show Room,Chowk Lko",Lucknow,Uttar Pradesh,226003
1977,Balaji Hosptial & Eye Center,"569/147 Kanpur Road Bariawana L.D.A Turn, L.D.A Turn",Lucknow,Uttar Pradesh,226012
1978,Ameyash Hospital Ltd,"1,2,3 Anant. Envlave, Valipur Grambulandshakar, Opp Block Office Near Valipur Grambulandshakar",Bulandshahr,Uttar Pradesh,203001
1979,J R Chaudhary Hospital Pvt Ltd,"G.B. Nagar, ""Main Mkt. Nangla Charandas Phase Ii Noida""",Noida,Uttar Pradesh,201305
1980,Lions Eye Hospital,"E-Block, Kavi Nagar, Near Jain Mandir",Ghaziabad,Uttar Pradesh,201002
1981,Sudhir Nursing Home,"Civil Line, Budaun, Budaun",Budaun,Uttar Pradesh,243601
1982,Rsd Samarpan Hospital,"1056, Jainabad, Goyala, Dewa Road, Chinhat",Lucknow,Uttar Pradesh,226028
1983,Gopi Krishna Laser Stone Center,"B-1-2/F Ground Floor, Sadaf Centre, Kapoorthalabagh, Aliganj",Lucknow,Uttar Pradesh,226020
1984,Lucknow Surgical Hospital,"Opp. Balaji Mandir, Banthra, Kanpur Road, Lucknow",Lucknow,Uttar Pradesh,227101
1985,Lucknow Eye Hospital,"82/031, Guru Govind Singh Marg Lalkuwan, Guru Govind Singh Marg Lalkuwan",Lucknow,Uttar Pradesh,226019
1986,Kind Hospital,"Bilal Complex, Near Sitapur Bypass",Lucknow,Uttar Pradesh,226003
1987,Mainpuri Nursing Home,"Agra Road, Mainpuri",Mainpuri,Uttar Pradesh,205001
1988,Surya Multispeciality Hospital & Trauma Center,"514, Kaseru Buxar Mawana Road, Meerut",Meerut,Uttar Pradesh,250001
1989,Apex Multispeciality Hospital - Ghaziabad,"Sm-73, Shastri Nagar, Near Raj Gas Agency, Ghaziabad",Ghaziabad,Uttar Pradesh,201002
1990,Sadbhavna Nursing Home,"Ashiyana 1St Floor Ashiyana 1St Floor Kanta Road H, N/R Dharm Kanta",Moradabad,Uttar Pradesh,244001
1991,Rajani Eye Dental And Gen Hospital,"Parker Road, Near Syndicate Bank,",Moradabad,Uttar Pradesh,244001
1992,Sheela Hospital & Tharuma Centre,"Hundal Khel, Shahjahanpur",Shahjahanpur,Uttar Pradesh,242001
1993,Kirti Polyclinic And Satyam Diagnostic Centre,"Piparaj Road Piparaj Road, Robertsganj",Sonebhadra,Uttar Pradesh,231216
1994,Kashi Hospital  - Varanasi,"Bhikaripur D L W Bhikaripur D L W Hydel Gate, Chunar Road",Varanasi,Uttar Pradesh,221005
1995,Ganga Sewa Sadan Hospital,"Chandpur Chauraha, Chandpur Industrial Estate, Near Banaras Beads Varanasi",Varanasi,Uttar Pradesh,221106
1996,Vijay Hospital & Trauma Center,"Bhaudahakala, Kaithi, Varanasi",Varanasi,Uttar Pradesh,221116
1997,Shri Shyamlal Memorial Hospital,"In Fornt Of Balumandi (Near Bhadohi Teshil)Rajpura, Balumandi",Bhadohi,Uttar Pradesh,221401
1998,New Pulse Hospital - Kanpur,"Gc-08 Awas Vikas No-1 Kanpur Nagar, Kanpur Nagar",Kanpur,Uttar Pradesh,208017
1999,Dhanwantari Tomer Hospital – Bareilly,"35-A-2/Ii, Rampur Garden",Bareilly,Uttar Pradesh,243001
2000,Combined Medical Institute,"54, Haridwar Road",Dehradun,Uttarakhand,248001
2001,Amrit Hospital-Uttrakhand,"Kashipru Road, Rudrapur, Disst.- V.S Nagar, Uttrakhand",Rudrapur,Uttarakhand,263153
2002,S.K.Memorial Hospital,"12, East Canal Road, Dehra Dun,",Dehradun,Uttarakhand,248001
2003,Bombay Hospital & Research Centre - Haldwani,"Ear Saurabh Hotel, Avas Vikas Road,Nainital, Haldwani, Nainital, Haldwani",Haldwani,Uttarakhand,263139
2004,DRISHTI EYE Institute - Dehradun,"16 Subhash Road, Astley Hall",Dehradun,Uttarakhand,248001
2005,Drishti Center For Advanced Eye Care,"Durga City Centre,(Near M.B. Degree College)Naintal Road, Near. M.B. Degree College, Nainital Road, Haldwani",Haldwani,Uttarakhand,263139
2006,Amritsar Eye Clinic - Dehra Dun,"122/1 ,E.C. Road",Dehradun,Uttarakhand,248001
2007,Arihant Advance Surgical & Fertility Centre,"568, Adarsh Nagar, Street No 1",Dehradun,Uttarakhand,248001
2008,Synergy Institute Of Medical Sciences,"Ballupur - Canal Road,",Dehradun,Uttarakhand,248001
2009,Tapan Hospital & Research Centre,"Opp. Govt. Hospital, Sitarganj Road, U.S.Nagar",Khatima,Uttarakhand,262308
2010,Eye Q Super Speciality Eye Hospital - Haldwani,"8/6 Nainital Road Opp. Taxi Stand, Bhotia Paraow Haldwani",Haldwani,Uttarakhand,263139
